Count_C1DNANuclei,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05ColorToGray,ExecutionTime_06CorrectIlluminationApply,ExecutionTime_07IdentifyPrimaryObjects,ExecutionTime_08MeasureObjectIntensity,FileName_C1illum,FileName_C2illum,FileName_C3illum,FileName_raw,ImageNumber,Metadata_XY,Metadata_basename,Scaling_raw,Threshold_FinalThreshold_C1DNANuclei
10.0,0,0.0,1.92,0.0,0.14000000000000057,0.05999999999999961,1.25,0.5400000000000009,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0001.tif,1,1,Atr+C Day2,65535,0.01
7.0,0,0.0,2.5900000000000007,0.0,0.19000000000000128,0.08000000000000007,2.129999999999999,1.2699999999999996,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0002.tif,2,2,Atr+C Day2,65535,0.01
7.0,0,0.0,2.95,0.0,0.33999999999999986,0.16999999999999815,2.4399999999999995,1.200000000000001,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0003.tif,3,3,Atr+C Day2,65535,0.01
10.0,0,0.0,3.070000000000001,0.0,0.28000000000000114,0.16999999999999815,2.460000000000001,1.2199999999999989,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0004.tif,4,4,Atr+C Day2,65535,0.01
16.0,0,0.0,3.1800000000000006,0.0,0.33000000000000007,0.16000000000000014,2.389999999999999,1.2100000000000026,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0005.tif,5,5,Atr+C Day2,65535,0.01
15.0,0,0.0,3.1300000000000017,0.0,0.5700000000000003,0.16000000000000014,2.41,1.200000000000001,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0006.tif,6,6,Atr+C Day2,65535,0.01
13.0,0,0.0,2.8000000000000007,0.0,0.2400000000000002,0.08999999999999986,2.4400000000000013,1.1799999999999997,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0007.tif,7,7,Atr+C Day2,65535,0.01
10.0,0,0.0,3.0100000000000016,0.0,0.33999999999999986,0.15999999999999837,2.4299999999999997,1.17,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0008.tif,8,8,Atr+C Day2,65535,0.01
14.0,0,0.0,1.4600000000000009,0.0,0.46999999999999886,0.16000000000000192,1.8099999999999987,0.5600000000000005,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0009.tif,9,9,Atr+C Day2,65535,0.01
15.0,0,0.0,1.3900000000000006,0.0,0.4400000000000013,0.16000000000000014,1.8100000000000023,1.2499999999999964,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0010.tif,10,10,Atr+C Day2,65535,0.01
8.0,0,0.0,1.0500000000000007,0.0,0.2099999999999973,0.04999999999999716,1.3399999999999999,0.6300000000000026,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0011.tif,11,11,Atr+C Day2,65535,0.01
9.0,0,0.0,1.6400000000000006,0.0,0.46000000000000085,0.18999999999999773,2.4200000000000017,1.1500000000000021,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0012.tif,12,12,Atr+C Day2,65535,0.01
11.0,0,0.0,1.6300000000000026,0.0,0.4499999999999993,0.1999999999999993,2.3000000000000007,1.2299999999999969,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0013.tif,13,13,Atr+C Day2,65535,0.01
13.0,0,0.0,1.7899999999999991,0.0,0.44999999999999574,0.21999999999999886,2.370000000000001,1.1099999999999994,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0014.tif,14,14,Atr+C Day2,65535,0.01
14.0,0,0.0,1.769999999999996,0.0,0.5000000000000036,0.21999999999999886,2.3299999999999983,1.0399999999999991,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0015.tif,15,15,Atr+C Day2,65535,0.01
3.0,0,0.0,1.7199999999999989,0.0,0.5500000000000007,0.22999999999999687,2.740000000000002,1.139999999999997,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0016.tif,16,16,Atr+C Day2,65535,0.01
7.0,0,0.0,1.7200000000000024,0.0,0.5600000000000058,0.24999999999999645,2.6799999999999997,1.1400000000000006,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0017.tif,17,17,Atr+C Day2,65535,0.01
7.0,0,0.0,1.6999999999999993,0.0,0.5400000000000027,0.26000000000000156,2.4599999999999973,1.139999999999997,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0018.tif,18,18,Atr+C Day2,65535,0.01
10.0,0,0.0,1.029999999999994,0.0,0.22000000000000597,0.05999999999999517,1.4099999999999966,0.8400000000000034,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0019.tif,19,19,Atr+C Day2,65535,0.01
8.0,0,0.0,1.7200000000000024,0.0,0.5000000000000036,0.060000000000002274,1.8299999999999983,0.8999999999999986,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0020.tif,20,20,Atr+C Day2,65535,0.01
4.0,0,0.0,1.8299999999999983,0.0,0.4100000000000037,0.07999999999999474,1.8099999999999987,0.870000000000001,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0021.tif,21,21,Atr+C Day2,65535,0.01
10.0,0,0.0,2.099999999999998,0.0,0.5,0.17999999999999972,2.539999999999999,1.0499999999999972,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0022.tif,22,22,Atr+C Day2,65535,0.01
7.0,0,0.0,1.9800000000000004,0.0,0.36999999999999744,0.16999999999999815,2.509999999999998,0.970000000000006,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0023.tif,23,23,Atr+C Day2,65535,0.01
3.0,0,0.0,2.169999999999998,0.0,0.4799999999999969,0.1700000000000017,2.5500000000000007,1.1000000000000014,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0024.tif,24,24,Atr+C Day2,65535,0.01
8.0,0,0.0,2.419999999999998,0.0,0.5300000000000011,0.17999999999999616,2.5000000000000036,0.9699999999999989,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0025.tif,25,25,Atr+C Day2,65535,0.01
2.0,0,0.0,2.0699999999999967,0.0,0.36999999999999744,0.1700000000000017,2.6199999999999974,1.1000000000000014,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0026.tif,26,26,Atr+C Day2,65535,0.01
14.0,0,0.0,1.2600000000000051,0.0,0.36999999999999744,0.14000000000000057,1.8499999999999943,0.8500000000000014,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0027.tif,27,27,Atr+C Day2,65535,0.01
21.0,0,0.0,2.029999999999994,0.0,0.6099999999999923,0.17999999999999972,1.9200000000000017,0.9200000000000017,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0028.tif,28,28,Atr+C Day2,65535,0.01
10.0,0,0.0,1.1499999999999986,0.0,0.3300000000000054,0.0799999999999983,1.7100000000000009,0.8700000000000045,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0029.tif,29,29,Atr+C Day2,65535,0.01
14.0,0,0.0,1.8799999999999955,0.0,0.6299999999999955,0.11999999999999744,2.3200000000000074,1.0799999999999983,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0030.tif,30,30,Atr+C Day2,65535,0.01
12.0,0,0.0,1.3399999999999963,0.0,0.3299999999999983,0.14000000000000057,2.3399999999999963,0.9099999999999966,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0031.tif,31,31,Atr+C Day2,65535,0.01
15.0,0,0.0,2.030000000000001,0.0,0.5600000000000023,0.240000000000002,2.3599999999999994,1.0499999999999972,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0032.tif,32,32,Atr+C Day2,65535,0.01
16.0,0,0.0,1.1700000000000017,0.0,0.35999999999999943,0.14000000000000767,2.3499999999999943,1.0900000000000034,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0033.tif,33,33,Atr+C Day2,65535,0.01
14.0,0,0.0,2.079999999999991,0.0,0.6799999999999997,0.27000000000001023,2.519999999999996,1.1299999999999955,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0034.tif,34,34,Atr+C Day2,65535,0.01
7.0,0,0.0,2.1299999999999955,0.0,0.6100000000000065,0.240000000000002,2.0799999999999983,0.9000000000000057,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0035.tif,35,35,Atr+C Day2,65535,0.01
9.0,0,0.0,1.4300000000000068,0.0,0.3500000000000014,0.12999999999999545,1.740000000000002,0.8499999999999943,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0036.tif,36,36,Atr+C Day2,65535,0.01
1.0,0,0.0,0.8700000000000045,0.0,0.36000000000000654,0.10999999999999943,1.8800000000000026,0.9100000000000037,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0037.tif,37,37,Atr+C Day2,65535,0.01
7.0,0,0.0,1.970000000000006,0.0,0.5899999999999963,0.2600000000000051,2.4200000000000017,0.9699999999999989,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0038.tif,38,38,Atr+C Day2,65535,0.01
9.0,0,0.0,2.0700000000000003,0.0,0.6199999999999974,0.30999999999999517,2.509999999999998,1.1300000000000026,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0039.tif,39,39,Atr+C Day2,65535,0.01
2.0,0,0.0,1.1900000000000048,0.0,0.35999999999999943,0.1600000000000037,2.3599999999999994,1.1099999999999994,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0040.tif,40,40,Atr+C Day2,65535,0.01
9.0,0,0.0,1.8900000000000006,0.0,0.5899999999999963,0.30999999999999517,2.489999999999995,1.1300000000000026,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0041.tif,41,41,Atr+C Day2,65535,0.01
13.0,0,0.0,1.210000000000008,0.0,0.3500000000000014,0.14999999999999858,2.3299999999999983,1.1099999999999994,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0042.tif,42,42,Atr+C Day2,65535,0.01
16.0,0,0.0,2.0,0.0,0.5599999999999952,0.10000000000000142,1.7199999999999918,0.7900000000000063,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0043.tif,43,43,Atr+C Day2,65535,0.01
7.0,0,0.0,0.9699999999999918,0.0,0.3500000000000014,0.10000000000000142,1.7299999999999969,0.8200000000000003,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0044.tif,44,44,Atr+C Day2,65535,0.01
0.0,0,0.0,0.9100000000000037,0.0,0.3299999999999983,0.10000000000000142,1.5100000000000051,0.46999999999999886,Atr+C Day2_XY0100C1illum.npy,Atr+C Day2_XY0100C2illum.npy,Atr+C Day2_XY0100C3illum.npy,Atr+C Day2_XY0045.tif,45,45,Atr+C Day2,65535,0.01
